index,SMILES,RE(eV),HOMO-1(eV),HOMO(eV),LUMO(eV),LUMO+1(eV),E_0(hartree),E_0^-(hartree),E-(hartree),E_-^0(hartree),D_0 dipole moment(D),D_0^- dipole moment(D),D- dipole moment(D),D_-^0 dipole moment(D)
1215,O=C(c1nc2ccc(C3CSc4cscc4S3)cc2o1)c1nc2ccc(C3CSc4cscc4S3)cc2o1,0.498202382,-6.052900702,-6.02596143,-3.315163156,-1.76520261,-3762.718177,-3762.7914,-3762.795967,-3762.704435,2.7748,9.6296,9.6497,3.4046
1217,CN1C(=O)C2=C(c3ccc4nc(C5=C(C#N)C(=C(C#N)C#N)SC5(C)C)oc4c3)N(C)C(=O)C2=C1c1ccc2ncoc2c1,0.388730976,-7.015911652,-5.957388737,-4.016400574,-3.168221672,-2313.069759,-2313.177519,-2313.179952,-2313.057906,12.1906,30.1813,29.78,12.8146
1218,CN1C(=O)C(=C2C(=O)N(C)c3cc(-c4sc(C#N)cc4C#N)ccc32)c2ccc(-c3sc(C#N)cc3C#N)cc21,0.478158475,-6.885569113,-6.501616457,-3.927691455,-2.895835698,-2426.866043,-2426.970896,-2426.974533,-2426.852108,1.8487,1.0918,1.2724,2.0821
1219,CN1C(=O)C(=C2C(=O)N(C)c3cc(-c4c(F)c(F)cc(F)c4F)ccc32)c2ccc(-c3c(F)c(F)cc(F)c3F)cc21,0.497179234,-6.480935804,-6.143242503,-3.385640646,-1.731460491,-2210.326888,-2210.409671,-2210.41382,-2210.312766,0.4296,0.8027,1.5466,0.9304
1220,O=C(C1=CC=C(c2nc3ccccc3[nH]2)C2N=C(F)C(F)=NC12)C1=CC=C(c2nc3ccccc3[nH]2)C2N=C(F)C(F)=NC12,0.388896965,-6.194127795,-6.105962905,-3.223732899,-2.889304965,-2104.651559,-2104.727575,-2104.729576,-2104.639268,1.6384,0.6201,0.2916,0.8083
1222,Cc1c(C2=CC(=C(C#N)C#N)C=C(C(=O)C3=CC(=C(C#N)C#N)C=C(c4nc5ncccn5c4C)O3)O2)nc2ncccn12,0.532766284,-6.942713024,-6.770464951,-4.138579697,-3.499112126,-1963.948617,-1964.054873,-1964.059973,-1963.934138,12.4555,22.6064,23.7299,13.0402
1223,Cc1nc2csc(-c3c4c(=O)n(C)c(=O)c4c(-c4sccc4C(=O)O)c4c5cccc6cccc(c34)c65)c2nc1C,0.301050448,-6.39113823,-6.042288261,-2.761955679,-2.28194683,-2492.38149,-2492.436986,-2492.438813,-2492.372254,4.0812,5.2193,5.5238,4.7853
1224,Cc1c(-c2ncc(-c3cocc3C(=O)c3sccc3-c3cnc(-c4nc5ncccn5c4C)nc3)cn2)nc2ncccn12,0.662442144,-6.249094795,-5.568265917,-2.437595958,-2.079222004,-2289.395608,-2289.433296,-2289.443377,-2289.381345,6.6604,5.7975,7.7264,8.3236
1225,N#Cc1csc(C#N)c1-c1ccnc(-c2sc3c(sc4c(F)csc43)c2F)n1,0.523068146,-6.613455253,-6.201474869,-2.943727737,-2.508889789,-2699.686089,-2699.740884,-2699.747296,-2699.673278,2.3558,7.4012,7.8639,2.8337
1226,O=C(O)c1cnoc1-c1nccc(-c2scc3c2SCCS3)n1,0.362613488,-6.694545184,-6.458350353,-2.91570001,-2.689845506,-2123.336403,-2123.39268,-2123.395304,-2123.3257,11.2309,11.4482,12.0769,12.2935
1227,N#CC(C#N)=C1C=C(c2cnc(C(=O)O)nn2)OC(c2cnc(C(=O)O)nn2)=C1,0.33520618,-8.002324395,-7.322856086,-4.385386968,-4.130688395,-1427.298165,-1427.407512,-1427.408531,-1427.286865,8.3147,11.9184,11.7386,7.8826
1229,N#Cc1c(F)nc(C2=CC=C(c3nc(F)c(C#N)c4nsnc34)C3N=C(F)C(F)=NC23)c2nsnc12,0.511304664,-7.926676742,-7.171288666,-4.536138046,-3.944562515,-2507.687263,-2507.808544,-2507.811452,-2507.671381,4.6286,2.7976,1.5707,4.1336
1230,O=C(c1cccs1)c1ccoc1-c1ncc(-c2sc3c(sc4c(F)csc43)c2F)cn1,0.447910298,-6.824887723,-6.113582093,-2.671613877,-2.079766232,-2857.358203,-2857.408856,-2857.412683,-2857.34557,3.5568,3.806,4.1944,4.308
1231,O=C(c1ccc(-c2nc3sccc3s2)s1)c1cocc1-c1nc2sccc2s1,0.541068478,-6.329368384,-6.04854688,-2.650388996,-1.879218317,-2979.646418,-2979.693638,-2979.69848,-2979.631376,5.6669,9.4446,8.5693,5.8856
1232,N#Cc1csc(C#N)c1-c1nccc(-c2cc3c(C4COc5nsnc5O4)c4c(F)c(F)sc4nc3s2)n1,0.335633398,-6.778356253,-6.681483718,-3.109445078,-2.838963901,-3206.720571,-3206.78665,-3206.78928,-3206.710866,2.4206,5.0554,4.164,3.0373
1233,N#Cc1sc(-c2nc(F)c(-c3sc(C#N)c4c3OCCS4)c3nsnc23)c2c1SCCO2,0.383008421,-6.527739388,-6.318755943,-3.712721506,-2.347254156,-3243.727199,-3243.817223,-3243.818525,-3243.714425,6.679,8.7634,7.0366,5.7382
1234,O=C(O)c1nccc(-c2cc3c(s2)-c2sc(-c4ccnc(C(=O)O)n4)cc2C32SCCS2)n1,0.46574464,-7.229248919,-6.419165957,-3.492581393,-2.523583938,-2920.089994,-2920.172332,-2920.175804,-2920.07635,4.3981,0.6057,1.1462,5.0071
1235,Cc1nc2csc(-c3sc(C(=O)O)c4c3C(=O)c3c(C(F)(F)F)sc(C(F)(F)F)c3C4=O)c2nc1C,0.426718071,-7.225439325,-6.427057259,-3.354619666,-3.28087681,-3009.127393,-3009.196886,-3009.200028,-3009.114854,3.1215,8.5004,9.0879,4.1433
1236,N#Cc1ccc2sc(C#N)c(-c3nc(F)c(-c4c(C#N)sc5ccc(C#N)cc45)c4nsnc34)c2c1,0.423904413,-7.424354556,-7.141084028,-4.016400574,-2.927400906,-2633.847615,-2633.945168,-2633.947657,-2633.834525,2.226,1.5836,1.3243,2.3732
1237,N#CC(C#N)=C1C=C(c2nc(F)c(C(=O)O)c3nsnc23)OC(c2nc(F)c(C(=O)O)c3nsnc23)=C1,0.366001305,-7.842593559,-6.862167321,-4.401985913,-4.313548909,-2574.670053,-2574.785146,-2574.785418,-2574.656875,10.4085,10.3058,10.0345,10.0542
1238,CN1C(=O)C2=C(c3c(F)nc(C(=O)O)c4nsnc34)N(C)C(=O)C2=C1c1c(F)nc(C(=O)O)c2nsnc12,0.479056451,-7.366394304,-6.033852732,-4.119259613,-3.834900629,-2652.356224,-2652.459916,-2652.463162,-2652.341865,0.887,1.8244,2.1863,2.023
1240,C[Si]1(C)C=C2OCCOC2=C1c1ncnc(C2=CC=CC3N=C(F)C(F)=NC23)n1,0.473742067,-6.59631208,-6.036845984,-2.533924264,-2.326573503,-1647.551321,-1647.592277,-1647.597406,-1647.53904,2.1268,6.82,9.2584,2.003
1241,O=C(O)c1c(-c2cnc(-c3nc4sccc4s3)nc2)noc1-c1cnc(-c2nc3sccc3s2)nc1,0.521606895,-6.590053461,-6.318211715,-3.135295895,-2.57664614,-3045.359727,-3045.42668,-3045.432147,-3045.346025,4.2744,13.7453,11.7195,5.3177
1243,O=C(c1ccoc1)c1ccc(-c2ncc(-c3ccc(C(=O)c4ccoc4-c4c(F)c(F)c(F)c(F)c4F)s3)cn2)s1,0.459287379,-6.967203271,-6.55821614,-3.125499796,-2.515148408,-2779.499893,-2779.566923,-2779.570945,-2779.487037,2.3199,3.686,3.7222,2.4363
1245,CN1C(=O)C(=Cc2cc3c(s2)-c2sc(-c4sc5ccc(C#N)cc5c4C(=O)O)cc2[Si]3(C)C)C(=O)N(C)C1=O,0.647840514,-7.113328414,-6.165283726,-3.372307067,-2.530931012,-3064.778967,-3064.862106,-3064.868739,-3064.761792,7.1283,9.0262,9.7462,7.1948
1246,Cn1c(=O)c2cc(C=Cc3ccnc(C(=O)O)n3)c3c(=O)n(C)c(=O)c4cc(C=Cc5ccnc(C(=O)O)n5)c(c1=O)c2c43,0.602724036,-7.178907855,-6.96638693,-3.576392462,-2.828079347,-2084.39187,-2084.478246,-2084.484758,-2084.376233,6.0476,5.8204,4.4524,4.8972
1247,CN1C(=O)C(=C2C(=O)N(C)c3cc(-c4nccc(C5=CC=CC6N=C(F)C(F)=NC56)n4)ccc32)c2ccccc21,0.459820722,-6.190318201,-5.863509455,-3.10672394,-2.678688838,-1833.811968,-1833.883148,-1833.88781,-1833.799732,1.954,13.1891,13.1343,2.6074
1248,O=C1c2c(-c3cnc(C4CSc5cscc5S4)nn3)sc(-c3cnc(C4CSc5cscc5S4)nn3)c2C(=O)c2c(C(F)(F)F)sc(C(F)(F)F)c21,0.444435404,-6.02106338,-5.967184836,-3.820206481,-3.718435897,-5413.844984,-5413.936318,-5413.939638,-5413.831971,1.3528,7.261,8.0507,1.5741
1249,Fc1cc2nsnc2c(-c2cc(F)c(-c3nc(F)cc4nsnc34)c3nsnc23)n1,0.401667269,-7.420272848,-6.971829207,-3.602243279,-3.331489988,-2543.56727,-2543.64808,-2543.649762,-2543.554191,2.8603,2.4213,2.6307,3.7852
1250,Cn1c(=O)c2c(-c3cscc3C(=O)O)c3c4cccc5c(C#N)ccc(c3c(-c3cscc3C(=O)O)c2c1=O)c54,0.318917444,-6.910059361,-6.687470223,-3.246590464,-2.156502341,-2508.890792,-2508.964607,-2508.966722,-2508.881187,3.5024,8.1026,7.4404,3.0678
1252,N#CC(C#N)=C1C=COC(c2cc3c(s2)-c2sc(C4=CC(=C(C#N)C#N)C=CO4)cc2C32OCCO2)=C1,0.486866118,-6.657265585,-6.261884146,-3.678979387,-2.872161792,-2352.166265,-2352.260449,-2352.263143,-2352.151067,17.2263,21.8258,22.2765,17.485
1256,N#Cc1csc([Si]2(c3scc(C#N)c3C(=O)O)c3ccsc3-c3sccc32)c1C(=O)O,0.437333232,-7.298093725,-5.92800044,-2.522223368,-2.391880829,-3059.588102,-3059.627948,-3059.630742,-3059.574824,3.6724,5.9934,5.6286,3.3627
1257,N#Cc1ccc2sc(C#N)c(-c3ccc4c(c3)sc3cc(-c5c(C#N)sc6ccc(C#N)cc56)cc5ccn4c53)c2c1,0.272015899,-6.779172594,-5.832488475,-2.815017882,-2.57664614,-2771.67515,-2771.730378,-2771.732169,-2771.666945,1.8705,13.5987,15.9657,1.9296
1258,CN1C(=O)C2=C(c3onc(C(=O)O)c3C(=O)O)N(C)C(=O)C2=C1c1onc(C(=O)O)c1C(=O)O,0.501005154,-7.937017068,-6.656177129,-4.169600677,-2.7486221,-1813.589337,-1813.695364,-1813.699208,-1813.57477,3.7624,2.9542,3.0449,3.41
1260,Cn1c(=O)c2c(C3=C4OCCOC4=C[Si]3(C)C)c3c4cccc5cccc(c3c(C3COc6nsnc6O3)c2c1=O)c54,0.349473109,-6.46869068,-5.845005713,-2.987810183,-1.915409461,-2498.390588,-2498.454674,-2498.457129,-2498.3802,6.4391,8.8409,8.7468,6.5776
1261,N#CC(C#N)=C1C=C(c2ccc(C(=O)c3cocc3C(F)(F)F)s2)OC(C2COc3nsnc3O2)=C1,0.542058973,-7.246664206,-6.790057149,-3.699660041,-2.761683565,-2534.6904,-2534.778077,-2534.782199,-2534.674602,13.2335,17.5945,17.8362,13.3267
1263,C(=Cc1ccnc(C2COc3nsnc3O2)n1)c1cnc(-c2ccc3ncoc3c2)nc1,0.384932266,-6.625156149,-6.582434273,-3.1137989,-1.962757272,-1815.103838,-1815.168818,-1815.172468,-1815.093342,6.3323,3.3913,4.2934,7.3062
1264,N#Cc1sc(C#CC2=CC=C(c3ccc(C(=O)c4cocc4C4=CC=C(C#Cc5sc(C#N)c(F)c5F)C5N=C(F)C(F)=NC45)s3)C3N=C(F)C(F)=NC23)c(F)c1F,0.546244084,-6.405288151,-6.237121785,-3.566596363,-3.380742597,-3965.319364,-3965.409155,-3965.41239,-3965.302525,10.8836,15.2332,13.2157,10.5224
1265,N#CC(C#N)=C1C=CSC(c2ccnc(-c3cncnn3)n2)=C1,0.453309037,-6.897270009,-6.780533163,-3.695850447,-2.850936911,-1357.109393,-1357.194487,-1357.199288,-1357.097535,8.6131,8.4999,8.5293,8.8979
1266,C[Si]1(C)c2ccsc2-c2sc(-c3cnc(-c4c(C#N)csc4C#N)nc3)cc21,0.349949309,-7.284215918,-5.822420262,-2.875155045,-2.188339662,-2472.34004,-2472.397875,-2472.400303,-2472.329607,3.9288,14.8261,14.6096,4.5113
1268,Fc1cc2nsnc2c(-c2ncc([SiH]3C=C4OCCOC4=C3)cn2)c1F,0.616416806,-6.974278232,-6.174807711,-2.81773902,-1.678126175,-1872.455481,-1872.499546,-1872.505512,-1872.438794,5.5363,23.9556,20.7375,4.6921
1269,O=C(c1ccc(-c2cnc(-c3c(F)c(F)c(C(=O)O)c(F)c3F)nn2)s1)c1cocc1-c1cnc(-c2c(F)c(F)c(C(=O)O)c(F)c2F)nn1,0.514624453,-7.263535265,-7.202853874,-3.39788577,-2.866719515,-3086.586056,-3086.659417,-3086.664587,-3086.572314,3.7642,13.4971,16.9556,5.1014
1270,N#Cc1ccc2sc(-c3c(F)ccc4nsnc34)c(-c3sc4sc5scc(C#N)c5c4c3C#N)c2c1,0.470242683,-6.925297737,-6.615632164,-3.283870062,-2.367662696,-3320.717126,-3320.784742,-3320.788635,-3320.703738,10.3197,7.054,6.5561,10.8815
1271,CN1C(=O)C2=C(c3nc4ccccc4o3)N(C)C(=O)C2=C1C(=O)O,0.394328358,-7.271426567,-5.995756791,-3.572582868,-1.720303823,-1156.691266,-1156.775389,-1156.777642,-1156.679028,2.765,5.7161,6.3547,3.7169
1272,CN1C(=O)C(=Cc2nc3ccc(-c4cc5c(=O)n(C)c(=O)c6c(-c7ccc8nc(C=C9C(=O)N(C)C(=O)N(C)C9=O)oc8c7)cc7c(=O)n(C)c(=O)c4c7c56)cc3o2)C(=O)N(C)C1=O,0.358273271,-6.911964158,-6.76828804,-3.988100732,-3.473533423,-3034.360371,-3034.463895,-3034.464695,-3034.348004,1.2017,3.2939,2.2039,0.6494
1273,N#Cc1ccc2sc(-c3sc(-c4ccc5[nH]c(=O)c(C#N)cc5c4)c4c3SCCS4)c(-c3sc(-c4ccc5[nH]c(=O)c(C#N)cc5c4)c4c3SCCS4)c2c1,0.223370104,-6.366375869,-6.153038602,-2.963864163,-2.940462371,-4786.472814,-4786.533798,-4786.534299,-4786.465106,13.0803,26.2127,25.149,12.5423
1274,Cn1c(C2=CC(=C(C#N)C#N)C=C(c3ccc(C(=O)c4cocc4C4=CC(=C(C#N)C#N)C=CO4)s3)O2)nc(C#N)c1C#N,0.582220257,-7.25754876,-6.785159099,-3.924153975,-3.56006563,-2325.39497,-2325.493495,-2325.500428,-2325.380506,16.1293,16.4629,16.3629,16.1215
1275,CN1C(=Cc2sc3ccc(C#N)cc3c2-c2sc(C#N)cc2C#N)C(c2ccccc2)(c2ccccc2)c2ccccc21,0.653405243,-6.852099109,-5.855346039,-2.604945982,-2.002213782,-2438.435761,-2438.481873,-2438.491004,-2438.42088,7.7334,16.7915,15.8461,7.8571
1276,c1ccc2[nH]c(-c3cnc(-c4cnc(-c5ncc(-c6nc7ccccc7[nH]6)nn5)nn4)nn3)nc2c1,0.537275211,-6.712232585,-6.586788095,-3.280332582,-2.823453411,-1595.895898,-1595.967396,-1595.975897,-1595.884655,1.5673,3.0406,1.5987,1.2782
1277,C[Si]1(C)c2cc(C3=CC(=C(C#N)C#N)C=C(C(=O)O)O3)sc2-c2sc(C3=CC(=C(C#N)C#N)C=C(C(=O)O)O3)cc21,0.416429446,-6.806656094,-6.374267171,-3.78211054,-3.418294309,-2831.529697,-2831.628367,-2831.629661,-2831.515688,16.3062,21.4889,21.7052,16.3589
1278,Cn1c(=O)c2cc(-c3sc4c(sc5c(F)csc54)c3F)c3c(=O)n(C)c(=O)c4cc(-c5nccnn5)c(c1=O)c2c43,0.348488057,-6.669510709,-6.243380404,-3.888507059,-2.525760849,-3004.389257,-3004.487862,-3004.491622,-3004.380211,4.1837,4.4496,4.5249,4.2976
1280,N#Cc1ccc2sc(-c3cncnn3)c(-c3c4cc(C5COc6nsnc6O5)sc4nc4sc(F)c(F)c34)c2c1,0.491590015,-6.979448395,-6.755498688,-2.982095792,-2.639504442,-3284.113984,-3284.174479,-3284.180917,-3284.102356,4.2427,7.6636,7.3991,4.0734
1281,O=c1[nH]c(=O)c2cc(-c3ccnc([SiH]4C=C5OCCOC5=C4)n3)c3c(=O)[nH]c(=O)c4ccc1c2c43,0.489342354,-7.230337374,-5.976436707,-3.952998044,-2.37990782,-1882.844176,-1882.939575,-1882.944779,-1882.831397,1.4959,8.0117,5.8141,2.4145
1282,N#Cc1ccc2sc(-c3nccc(C4CSc5cscc5S4)n3)c(-c3ncccn3)c2c1,0.620052247,-6.46379263,-6.302701225,-2.511610928,-2.053371188,-2750.716406,-2750.760631,-2750.768227,-2750.701215,6.6225,10.1553,9.1817,5.8384
1283,c1nc(-c2sc(C3COc4nsnc4O3)c3c2SCCO3)ncc1-c1scc2c1SCCS2,0.499783363,-6.131269494,-5.922286049,-2.323580251,-1.706153902,-3604.275668,-3604.315094,-3604.319405,-3604.261612,6.4075,2.651,3.2691,6.9356
1284,N#Cc1ccc2sc(-c3sc4sc5sc(-c6cc7cc(C#N)ccc7s6)c(C#N)c5c4c3C#N)cc2c1,0.330797935,-6.708422991,-6.671687619,-2.884951144,-2.875971386,-3281.637745,-3281.697179,-3281.700023,-3281.628432,12.7469,9.9668,10.5244,12.8729
1285,Fc1sc2nc3sccc3c(-c3ncnc(-c4c5c(cc6cscc46)N=S=N5)n3)c2c1F,0.515397257,-6.252360161,-5.819699124,-3.702653293,-2.499910032,-2886.605641,-2886.694686,-2886.698229,-2886.590243,5.045,5.9322,3.0866,7.3286
1286,N#CC(C#N)=C1C=C(c2c(F)cc(C(F)(F)F)c3nsnc23)SC(c2c(F)cc(C(F)(F)F)c3nsnc23)=C1,0.381800236,-7.91878544,-6.61318314,-3.88360901,-3.882248441,-3162.548126,-3162.640502,-3162.641267,-3162.53486,7.0507,6.4552,7.2074,7.6765
1287,C[Si]1(C)C(c2csc(C#N)c2C(=O)O)=C2OCCOC2=C1c1csc(C#N)c1C(=O)O,0.553460543,-7.032510598,-5.87303344,-2.480317834,-2.478140923,-2417.233854,-2417.264457,-2417.271565,-2417.220623,0.1372,1.3242,0.4012,0.4166
1288,C[Si]1(C)C(c2sc(C#N)c(C#N)c2C#N)=C2OCCOC2=C1c1sc(C#N)c(C#N)c1C#N,0.633755901,-7.868444376,-6.947066846,-3.877078277,-3.28795177,-2409.033798,-2409.131001,-2409.138109,-2409.017616,0.8594,0.5609,0.5518,0.9388
1290,O=C1c2c(-c3c4c(cc5cscc35)N=S=N4)sc(C(F)(F)F)c2C(=O)c2c(C(F)(F)F)sc(C(F)(F)F)c21,0.552627875,-7.717965411,-5.889088158,-3.7714981,-3.400062681,-3553.378071,-3553.47045,-3553.473437,-3553.36075,5.3657,4.7123,1.9799,7.4377
1291,O=C(O)c1cscc1-c1sc(-c2sccc2C(=O)O)c2c1C(=O)c1c(C(F)(F)F)sc(C(F)(F)F)c1C2=O,0.664853073,-7.037952875,-6.829241544,-3.064002064,-3.013661,-3485.201773,-3485.263301,-3485.270745,-3485.184784,3.9767,6.614,6.56,3.9442
1292,N#CC(C#N)=C1c2cc(-c3onc(C#N)c3C(=O)O)sc2-c2sc(-c3onc(C#N)c3C(=O)O)cc21,0.403944862,-8.109537256,-7.017816449,-4.575594556,-3.587277016,-2416.786077,-2416.909719,-2416.910164,-2416.771677,4.226,6.2676,6.0403,4.0222
1293,N#CC(C#N)=C1C=CSC(c2cnc(-c3cc4c(s3)-c3sccc3C4=C(C#N)C#N)nc2)=C1,0.473875403,-6.697538436,-6.424064007,-3.982114227,-3.376933003,-2442.268754,-2442.368605,-2442.370978,-2442.253712,5.0223,13.2011,9.4267,5.6474
1294,CN1C(=O)C2=C(c3c(C#N)csc3C#N)N(C)C(=O)C2=C1c1cc2cc3c(F)c(F)sc3nc2s1,0.29711296,-6.700259575,-5.951130118,-3.499656353,-2.722227055,-2700.246292,-2700.332844,-2700.334096,-2700.236625,3.0781,2.5488,1.6083,2.2669
1295,N#Cc1csc(C#N)c1-c1ccnc(-c2c(C#N)sc(-c3nc4ccsc4s3)c2C#N)n1,0.253289023,-7.157682973,-6.653183877,-3.21883485,-3.013661,-2779.130144,-2779.197182,-2779.197536,-2779.12119,4.108,7.4896,7.3583,4.1416
1296,N#CC(C#N)=C1C=COC(c2ncnc(-c3sc4c(sc5c(F)csc54)c3F)n2)=C1,0.561784506,-6.743253565,-6.620530214,-3.458839274,-2.983728475,-2470.162467,-2470.241683,-2470.248179,-2470.148318,5.0658,9.5,10.1656,4.9088
1298,O=C(c1ccc(-c2c(F)cc(-c3nccn3C(=O)n3ccnc3)c3nsnc23)s1)c1cocc1-c1c(F)cc(-c2nccn2C(=O)n2ccnc2)c2nsnc12,0.407297305,-6.528555729,-6.222971864,-3.301013236,-3.073253935,-3695.434776,-3695.511039,-3695.514778,-3695.423547,5.1926,9.045,8.1263,4.9037
1299,Cc1nc2csc(-c3ncc(C=Cc4ccncn4)cn3)c2nc1C,0.337949087,-6.739988198,-5.990314514,-2.902094317,-2.209564543,-1420.96031,-1421.018338,-1421.020118,-1420.949671,3.4535,6.5603,6.5704,4.173
1300,N#CC(C#N)=C1C=CSC(c2ncc(-c3nc4ccccc4o3)cn2)=C1,0.435920961,-7.062443122,-6.376171968,-3.51353416,-2.544808819,-1476.519027,-1476.601819,-1476.605356,-1476.506544,11.1469,18.2978,18.1886,11.236
1301,CN1C(=O)C2=C(n3ccccc3=O)N(C)C(=O)C2=C1C(=O)C1=C2C(=O)N(C)C(n3ccccc3=O)=C2C(=O)N1C,0.468215434,-6.058887207,-5.954123371,-3.639522878,-2.92631245,-1895.932658,-1896.022525,-1896.028439,-1895.921366,5.8901,8.6626,8.6991,6.6311
1302,Cc1nc2csc(-c3ccc(C(=O)c4cocc4-c4ncc(C=C5C(=O)N(C)C(=O)N(C)C5=O)nn4)s3)c2nc1C,0.627350341,-7.022442385,-6.004736549,-3.585100106,-2.985905386,-2595.995451,-2596.077751,-2596.085712,-2595.980357,3.6625,8.1513,5.7496,3.0875
1305,N#Cc1ccc2sc(-c3ccc(C(=O)c4ccoc4-c4c(F)c(F)c(C(=O)O)c(F)c4F)s3)c(-c3ccc(C(=O)c4ccoc4-c4c(F)c(F)c(C(=O)O)c(F)c4F)s3)c2c1,0.482836112,-6.743525679,-6.642027209,-3.260468271,-2.743996164,-4219.997998,-4220.072814,-4220.077119,-4219.984559,11.7453,5.4603,6.5509,12.6266
1306,N#Cc1csc2sc3sc(-c4nccc([Si]5(C6COc7nsnc7O6)C=C6OCCOC6=C5)n4)c(C#N)c3c12,0.53435815,-6.321477082,-6.047186311,-2.806310238,-2.153509088,-3433.288254,-3433.342813,-3433.34814,-3433.273944,7.741,9.4387,7.6293,8.915
1307,CN1C(=O)C2=C(c3cc(F)c(-c4ncncn4)c4nsnc34)N(C)C(=O)C2=C1c1cc(F)c(-c2ncncn2)c2nsnc12,0.498354765,-7.284488032,-5.928816782,-3.693673536,-3.205773385,-2801.451624,-2801.544362,-2801.548926,-2801.437874,0.8283,1.7431,1.6443,1.1716
1308,N#CC(C#N)=C1C=COC(c2ncc(C3=CC(=C(C#N)C#N)C=C(c4c(F)c(F)c(C(=O)O)c(F)c4F)O3)cn2)=C1,0.39256506,-7.139179231,-6.815907965,-4.036809113,-3.605780759,-2062.33177,-2062.43568,-2062.438047,-2062.31971,2.3043,5.9292,5.7767,0.5959
1310,N#CC(C#N)=C1C=COC(c2ccnc(C(=O)O)n2)=C1,0.549452306,-8.118244899,-7.111151503,-3.843608273,-2.992164005,-943.6027921,-943.6898818,-943.6956385,-943.5883568,10.3772,10.4811,10.9418,10.7156
1311,N#Cc1cnc(-c2ncc(C3=CC=C(c4cnc(-c5ncc(C#N)s5)nn4)C4N=C(F)C(F)=NC34)nn2)s1,0.480400693,-7.357142433,-7.008292464,-3.994631465,-3.406049186,-2496.022778,-2496.123324,-2496.126667,-2496.008467,2.6343,3.4038,3.0924,2.4035
1312,O=C(O)c1ccc2nc(-c3cc4c(s3)-c3sc(-c5nc6ccc(C(=O)O)cc6o5)cc3C43SCCS3)oc2c1,0.462939147,-6.804207069,-5.874121896,-3.058559786,-2.127114044,-3190.911649,-3190.982356,-3190.98424,-3190.896521,1.6516,2.3079,3.1415,2.309
1315,O=C(c1ccc(-c2cc(F)cc3nsnc23)s1)c1cocc1-c1scc2c1SCCO2,0.523255905,-6.198209503,-6.011267281,-3.12930939,-2.233510563,-2834.5406,-2834.602303,-2834.607011,-2834.526079,3.9529,12.7567,9.8277,3.9222
1316,N#CC1=CC(=C(C#N)C#N)C=C(c2ccc(C(=O)c3ccoc3C3=CC(=C(C#N)C#N)C=C(C#N)S3)s2)S1,0.605202994,-7.079858409,-6.970196524,-4.025380331,-3.995175693,-2706.972634,-2707.074981,-2707.083124,-2706.958536,8.1564,9.9763,8.0161,4.8885
1317,CN1C(=O)C(=Cc2cnc(-c3sc4ccc(C#N)cc4c3C(F)(F)F)nn2)C(=O)N(C)C1=O,0.630621149,-7.395782601,-7.216731681,-3.94211349,-2.791888204,-2020.645462,-2020.740967,-2020.748773,-2020.630093,5.2666,1.7954,2.095,3.7486
1318,CN1C(=O)C2=C(c3sc(C#N)c(C#N)c3C#N)N(C)C(=O)C2=C1c1sc(C#N)c(C#N)c1C#N,0.376537554,-8.333214849,-6.96148888,-4.628656759,-3.773130783,-2226.625293,-2226.752124,-2226.755064,-2226.614395,4.6767,3.964,4.3622,5.0965
1320,N#Cc1sc(C=c2ccc(=c3ccc(=Cc4sc(C#N)c(C(=O)O)c4C#N)s3)s2)c(C#N)c1C(=O)O,0.650616076,-7.304352344,-5.947592638,-3.95762398,-3.119513291,-3031.897597,-3032.004608,-3032.009914,-3031.878992,6.9257,4.5255,5.1901,7.4002
1321,Cc1nc2c(-c3ncncn3)sc(-c3sc4ccc(C#N)cc4c3-c3sc(-c4ncncn4)c4nc(C)c(C)nc34)c2nc1C,0.480313617,-6.579441021,-6.116303231,-3.305639171,-3.075158732,-2989.491262,-2989.56933,-2989.573837,-2989.478118,4.5311,9.054,8.85,4.0692
1322,c1ccc2sc(-c3ncc(-c4ncc(-c5cncnn5)cn4)nn3)nc2c1,0.398570613,-6.779716822,-6.773458203,-3.321421775,-2.859644555,-1544.047048,-1544.117046,-1544.121402,-1544.036756,1.7546,3.1412,3.8878,1.2067
1325,O=C(O)c1conc1-c1ccnc(-c2cnc(C3COc4nsnc4O3)nn2)n1,0.561743689,-7.113328414,-6.658081926,-2.954612292,-2.602224843,-1788.607845,-1788.656136,-1788.663584,-1788.594649,7.9531,8.0477,8.1145,7.727
1327,O=C(O)c1cnc(-c2sc(-c3ncc(C(=O)O)cn3)c3c2OCCS3)nc1,0.494643132,-6.304061795,-6.116847459,-3.017742707,-2.02888094,-2007.238907,-2007.301511,-2007.305943,-2007.225161,0.3349,2.7661,3.3687,0.7767
1328,O=C(c1ccc(C=Cc2ccnc(-c3ncncn3)n2)s1)c1cocc1C=Cc1ccnc(-c2ncncn2)n1,0.512169986,-6.652095422,-6.610462001,-3.18427639,-2.493107185,-2134.522342,-2134.590177,-2134.595418,-2134.508761,6.8612,10.4229,10.4528,7.8043
1329,Fc1nc(-c2nccc(-c3nc4ccccc4s3)n2)c2nsnc2c1-c1nccc(-c2nc3ccccc3s2)n1,0.642988724,-6.776179342,-6.731008441,-3.271897053,-2.589979719,-2823.230441,-2823.300091,-2823.308576,-2823.215296,2.1922,2.4638,3.1267,2.5416
