index,SMILES,RE(eV),HOMO-1(eV),HOMO(eV),LUMO(eV),LUMO+1(eV),E_0(hartree),E_0^-(hartree),E-(hartree),E_-^0(hartree),D_0 dipole moment(D),D_0^- dipole moment(D),D- dipole moment(D),D_-^0 dipole moment(D)
1951,O=c1[nH]c(=O)c2cc3sc4cc5c(=O)[nH]c(=O)c6cc(-c7nccc(C=Cc8ccncn8)n7)c7c8ccc1c2c8c3c4c7c65,0.338613045,-7.181084765,-6.540256625,-3.951909589,-3.07924044,-2331.729266,-2331.833214,-2331.834805,-2331.718413,1.5281,8.1637,7.6023,1.4582
1952,CN1C(=O)C(=Cc2cc3c(-c4cnc(-c5c6cc(C=C7SC(=S)N(C)C7=O)sc6nc6sc(F)c(F)c56)nc4)c4c(F)c(F)sc4nc3s2)SC1=S,0.465594978,-6.590053461,-6.451275393,-3.481424725,-3.330129419,-5290.440994,-5290.521225,-5290.527913,-5290.430572,2.4162,9.8554,6.7161,2.3786
1954,N#Cc1csc(C#N)c1-c1nccc(-c2c(F)cc(C3COc4nsnc4O3)c3nsnc23)n1,0.549348903,-7.352244383,-6.903528628,-3.517343754,-2.893386673,-2649.112225,-2649.187026,-2649.191304,-2649.096315,2.5433,5.8647,4.7283,2.8326
1955,CN1C(=O)C(=C2C(=O)N(C)c3cc(-c4c(-c5cc(F)cc6nsnc56)sc5ccc(C#N)cc45)ccc32)c2ccccc21,0.394048081,-6.327463587,-5.977253049,-3.200875335,-3.042232955,-2588.739555,-2588.814499,-2588.817911,-2588.728486,3.6344,8.8984,8.9177,3.293
1956,O=C(c1ccc(C=Cc2ccncn2)s1)c1cocc1-c1c(F)cc(C2COc3nsnc3O2)c2nsnc12,0.430884134,-6.818629104,-6.431955309,-3.259651929,-2.958694,-2884.191828,-2884.25122,-2884.255003,-2884.179777,1.6263,6.9161,4.9702,1.4825
1957,Cc1oc(=O)c2ccccc2c1-c1c(F)c(F)c(-c2ncnc(-c3c(F)c(F)cc4nsnc34)n2)c2nsnc12,0.35714672,-7.423810329,-6.560937278,-3.363599423,-3.220467533,-2687.500876,-2687.571904,-2687.573786,-2687.489634,3.9608,3.3436,4.3832,3.9743
1959,CN1C(=O)C(=Cc2sc(-c3cnc(C(=O)O)nc3)c3c2SCCO3)C(=O)N(C)C1=O,0.633404874,-6.800941703,-6.686109654,-3.50999668,-2.456371814,-2161.086148,-2161.169121,-2161.176571,-2161.07032,6.8742,7.7952,8.2283,5.4185
1960,C[Si]1(C)C=C2OCCOC2=C1c1ccnc(-c2cc3c(s2)-c2sccc2C3=C(C#N)C#N)n1,0.426780657,-6.012355737,-5.867319049,-3.57693669,-2.167931123,-2379.386447,-2379.470945,-2379.473128,-2379.372946,6.791,22.7035,20.9206,6.0275
1961,CN1C(=O)C2=C(c3cnc(C4=C5C(=O)N(C)C(C(=O)O)=C5C(=O)N4C)nc3)N(C)C(=O)C2=C1C(=O)O,0.499546624,-6.379709448,-6.041199806,-3.971229673,-3.271352825,-1778.27307,-1778.376033,-1778.380616,-1778.259295,2.1225,0.9951,1.725,1.5215
1962,N#Cc1ccc2sc(-c3sc4c(sc5c(F)csc54)c3F)c(-c3sccc3C(=O)O)c2c1,0.60041379,-6.748423728,-6.122017622,-2.54208768,-2.074051841,-3238.352116,-3238.399985,-3238.406643,-3238.33671,5.1543,3.8009,3.4133,5.7519
1965,Cc1oc(=O)c2ccccc2c1-c1occc1C(=O)c1ccc(-c2ccnc(-c3ccc(C(=O)c4ccoc4)s3)n2)s1,0.543721588,-6.68230006,-6.613999481,-2.954340178,-2.590796061,-2587.382515,-2587.441615,-2587.449257,-2587.370176,5.4434,2.2886,0.9591,5.2476
1966,N#Cc1ccc2sc(-c3nc4ccccc4o3)c(-c3scc4c3SCCS4)c2c1,0.41292734,-6.011539395,-5.911673609,-2.523583938,-1.719759595,-2622.989871,-2623.037396,-2623.04109,-2622.97839,5.0107,5.9992,5.3612,4.6932
1968,CN1C(=O)C2=C(c3sccc3C(=O)O)N(C)C(=O)C2=C1c1cncnn1,0.341696095,-6.917950663,-5.90541499,-3.458839274,-2.408479775,-1589.106336,-1589.184908,-1589.187126,-1589.095997,4.3138,6.0672,5.5284,4.4148
1971,N#CC(C#N)=C1C=CSC(c2cnc(-c3c(F)c(F)c(C4COc5nsnc5O4)c(F)c3F)nc2)=C1,0.610435743,-6.909515133,-6.851826995,-3.590814497,-2.859916669,-2517.743709,-2517.82586,-2517.833625,-2517.72904,5.4685,18.4161,16.0488,6.5917
1972,C(=Cc1ccnc(C=Cc2ccnc(-c3nc4ccccc4[nH]3)n2)n1)c1ccncn1,0.323208679,-6.397941076,-6.247734226,-2.835426421,-2.596238338,-1324.02326,-1324.075878,-1324.078235,-1324.013739,3.9937,11.2863,12.0136,4.1487
1973,N#CC(C#N)=C1c2ccsc2-c2sc(-c3cnc(-c4cc5c(=O)[nH]c(=O)c6ccc7c(=O)[nH]c(=O)c4c7c65)nc3)cc21,0.258965318,-7.469797571,-6.353858631,-3.960889346,-3.90973194,-2574.984116,-2575.083681,-2575.083701,-2574.974619,5.3515,7.9979,10.837,5.6341
1974,N#Cc1cnc(-c2ncc(-c3ccnc(-c4cncnn4)n3)nn2)s1,0.416609041,-7.409660408,-7.034143281,-3.678163046,-3.084954831,-1482.656507,-1482.737155,-1482.741101,-1482.645142,5.5975,12.4419,12.4767,5.0081
1975,O=C(c1ccoc1)c1ccc(-c2nccc(-c3c(F)cc(C4COc5nsnc5O4)c4nsnc34)n2)s1,0.550012861,-6.840126099,-6.684476971,-3.450131631,-2.651205338,-2806.791118,-2806.863797,-2806.867885,-2806.774993,6.0207,13.9341,12.2597,6.6705
1976,C[Si]1(C)c2ccsc2-c2sc(-c3ccnc(-c4oncc4C(=O)O)n3)cc21,0.356210648,-7.478777328,-6.150589578,-3.00168799,-2.613925739,-2169.489851,-2169.552682,-2169.5549,-2169.478979,10.5259,10.7106,10.9089,12.4438
1977,O=c1[nH]c(=O)c2c(-c3ccncn3)cc3c(=O)[nH]c(=O)c4c(C5COc6nsnc6O5)cc1c2c34,0.412565429,-7.570207585,-6.859446183,-4.285249067,-2.609844031,-2022.448879,-2022.556988,-2022.559941,-2022.43667,4.1274,3.3329,3.4781,4.4347
1978,O=C(O)c1c(C2COc3nsnc3O2)noc1-c1ncccn1,0.666670794,-7.788987129,-6.534814348,-3.355708122,-2.834337966,-1509.482676,-1509.54432,-1509.554027,-1509.467883,11.4021,2.7891,3.9426,12.3053
1979,CN1C(=O)C(=Cc2ccc3nc(-c4nccc(-c5sc(C#N)cc5C#N)n4)oc3c2)C(=O)N(C)C1=O,0.329369337,-7.399864309,-6.869242282,-3.565780021,-3.273529736,-2004.687605,-2004.768361,-2004.770661,-2004.677801,5.0685,12.1921,15.2429,6.12
1980,Cn1c(=O)c2cc(-c3sccc3C(=O)O)c3c(=O)n(C)c(=O)c4cc(C5=CC(=C(C#N)C#N)C=CO5)c(c1=O)c2c43,0.393887533,-7.11441687,-6.524474021,-4.167423766,-2.698281036,-2257.290852,-2257.39951,-2257.402312,-2257.279179,11.1844,9.4164,10.4366,11.5979
1981,c1cc2sc(-c3ncc(-c4cnc(-c5cnc(-c6nc7sccc7s6)nn5)nn4)nn3)nc2s1,0.301153851,-6.707334535,-6.539712397,-3.539384977,-2.973388148,-2923.059621,-2923.142961,-2923.145377,-2923.05097,2.4183,2.9767,2.7243,2.2083
1983,Fc1cc2nsnc2c(-c2nccc(-c3cc(F)c(C4COc5nsnc5O4)c4nsnc34)n2)c1F,0.45957854,-7.209656721,-6.70978356,-3.571494413,-3.117064266,-2848.83093,-2848.909366,-2848.911942,-2848.816616,2.9197,7.7545,7.2518,3.7058
1984,C=Cc1ccnc(-c2sc3ccc(C#N)cc3c2-c2scc3nc(C)c(C)nc23)n1,0.479385708,-6.64420412,-6.069771761,-2.523583938,-2.292015043,-1955.527454,-1955.571036,-1955.576404,-1955.515205,6.6855,6.8883,5.9426,6.1012
1985,O=C(O)c1ccnc(-c2cc3c(=O)[nH]c(=O)c4cc5sc6cc7c(=O)[nH]c(=O)c8ccc9c2c(c34)c5c6c9c87)n1,0.350123461,-7.349523245,-6.707606649,-4.06619741,-3.134479553,-2179.790979,-2179.897881,-2179.899804,-2179.780035,2.7328,4.5939,4.2124,2.7714
1986,CN1C(=CC=C2C(=O)c3ccccc3C2=C(C#N)C#N)C(C)(C)c2cc(-c3nc4ccc(-c5ccncn5)cc4o3)ccc21,0.384777161,-6.624884036,-6.058615093,-3.209582979,-2.780459421,-1865.116472,-1865.193417,-1865.195693,-1865.104608,4.9211,12.9606,12.0666,5.3267
1987,N#Cc1cc(C#N)c(-c2ccc(C(=O)c3cocc3-c3occc3C(=O)c3cccs3)s2)s1,0.513916957,-6.950604326,-6.569372808,-3.414756829,-2.455011245,-2525.407779,-2525.482593,-2525.486427,-2525.392728,3.014,7.299,6.4575,3.2463
1988,Cc1c(-c2ccc3nc(-c4ncnc(-c5nc6ccc(-c7nc8ncccn8c7C)cc6o5)n4)oc3c2)nc2ncccn12,0.27507718,-6.151950147,-6.082561113,-2.908897163,-2.487664908,-1945.393567,-1945.453632,-1945.45476,-1945.384587,6.0705,11.5369,11.2643,6.2954
1989,N#CC(C#N)=C1C(=CC=C2Sc3ccccc3N2c2sc(-c3cncnc3)c3c2SCCS3)C(=O)c2ccccc21,0.444236761,-6.36011725,-5.755208139,-3.104547029,-2.659912982,-3133.125894,-3133.200997,-3133.206047,-3133.114619,7.4963,11.6181,8.3457,6.2515
1990,N#CC(C#N)=C1C(=CC=C2Sc3ccccc3N2c2sc(C#N)c(-c3ncncn3)c2C#N)C(=O)c2ccccc21,0.328787014,-7.169655983,-6.147052097,-3.630815234,-3.242236642,-2459.864306,-2459.951245,-2459.954775,-2459.855753,5.7271,7.1906,7.707,6.5401
1991,Cc1nc2csc(-c3cnc(-c4cc(F)c(C5COc6nsnc6O5)c5nsnc45)nc3)c2nc1C,0.377990642,-6.542433536,-6.307055047,-3.246046236,-2.807398694,-2728.952858,-2729.023568,-2729.025094,-2728.940493,9.1724,11.8534,11.8994,10.0271
1992,O=c1ccccn1-c1nc2ccc(-c3nc(F)c(-c4ccc5nc(-n6ccccc6=O)oc5c4)c4nsnc34)cc2o1,0.363467925,-6.529099957,-6.167460637,-3.40849821,-2.209836657,-2295.65654,-2295.733064,-2295.734361,-2295.644481,2.6582,2.7169,2.0356,2.7846
1993,N#Cc1ccc2sc(-c3sc4c(sc5c(F)csc54)c3F)c(C=Cc3ccncn3)c2c1,0.646077217,-6.72529405,-6.289095532,-2.829167802,-2.182081043,-2838.477013,-2838.534684,-2838.543628,-2838.462214,5.9889,6.4376,4.5314,6.4016
1994,CN1C(=O)C(=Cc2cc3c(s2)-c2sc(-c4nccc(-c5ncccn5)n4)cc2C32OCCO2)C(=O)N(C)C1=O,0.444813642,-7.091559305,-5.823236604,-3.13638435,-2.610932487,-2502.563914,-2502.637476,-2502.640532,-2502.550624,11.1747,17.4315,17.7053,13.1553
1995,N#CC(C#N)=C1C(=CC=C2Sc3ccccc3N2c2ncc(-c3ccnc(-c4cncnn4)n3)nn2)C(=O)c2ccccc21,0.446157885,-7.005027098,-5.99357988,-3.462104641,-3.15189484,-2265.798532,-2265.881671,-2265.885934,-2265.7864,6.1378,10.7908,7.9326,3.4185
1996,N#Cc1csc(C#N)c1-c1ccc(C(=O)c2cocc2-c2scc3c2OCCS3)s1,0.526268205,-6.137255998,-5.970722316,-3.083322148,-2.420180671,-2734.066738,-2734.126638,-2734.131282,-2734.052041,4.1379,7.9033,6.6034,4.4837
1997,N#CC(C#N)=C1C(=CC=C2Sc3ccccc3N2C=Cc2ccnc(-c3ncccn3)n2)C(=O)c2ccccc21,0.488885203,-6.77890048,-5.930993693,-3.105907598,-2.629436229,-2048.061356,-2048.133897,-2048.13868,-2048.048173,5.1114,9.8711,10.061,4.9544
1998,CN1C(=O)C(=Cc2c3c(c(-c4cnc(-c5cscc5C(=O)O)nc4)c4cscc24)N=S=N3)C(=O)N(C)C1=O,0.551580236,-7.105164998,-6.052356474,-4.145382543,-2.750254783,-2822.164198,-2822.27585,-2822.280355,-2822.148433,6.8601,5.3265,5.9596,6.8078
1999,c1cc2nc(-c3cnc(-c4ccc5nc(-c6ncc(-c7nc8ccsc8s7)nn6)oc5c4)nn3)sc2s1,0.325777434,-6.661075179,-6.347872126,-3.201963791,-2.699369491,-3042.46569,-3042.537478,-3042.539268,-3042.455507,4.501,10.9316,11.1669,4.2561
2002,CN1C(=O)C(=Cc2nc3ccc(-c4ncc(-c5ccsc5C(=O)c5ccoc5)cn4)cc3o2)C(=O)N(C)C1=O,0.576154839,-7.001761732,-6.49971166,-3.367409018,-2.588891264,-2162.364453,-2162.441166,-2162.446949,-2162.349063,7.6494,23.5411,23.6221,9.0434
2004,Cc1nc2csc(-c3cocc3C(=O)c3ccc(-c4oncc4C(=O)O)s3)c2nc1C,0.614057579,-6.85427602,-5.744051471,-2.984544816,-2.298545775,-2144.712884,-2144.769456,-2144.775694,-2144.696556,4.0851,16.3391,15.5862,3.1239
2005,CN1C(=O)C(=CC2=CC(=C(C#N)C#N)C=C(c3ccc(C(=O)c4cocc4-c4ccncn4)s3)S2)C(=O)N(C)C1=O,0.596547052,-7.234146968,-6.509779873,-4.091231885,-3.184820617,-2577.517206,-2577.624044,-2577.629499,-2577.500738,12.4554,21.5468,21.1756,11.3696
2006,N#CC(C#N)=C1C=C(c2cnc(C#N)nn2)SC(c2cnc(C#N)nn2)=C1,0.336082386,-8.314438992,-7.318230151,-4.5568187,-4.206880276,-1557.565357,-1557.683331,-1557.685974,-1557.555649,5.9312,7.6509,7.5296,5.7716
2007,C[Si]1(C)c2ccsc2-c2sc(-c3ccnc(-c4ccncn4)n3)cc21,0.314612603,-6.944073593,-5.751942773,-2.4560997,-2.118950628,-1999.178874,-1999.220283,-1999.222256,-1999.169285,3.4742,3.8849,3.5015,4.3754
2008,N#Cc1cc(C#N)c(-c2cnc(-c3ccc(C(=O)c4ccoc4)s3)nc2)s1,0.503280026,-7.020537588,-6.906521881,-3.423464473,-2.612293056,-1894.564073,-1894.640176,-1894.645516,-1894.550918,3.1155,11.3141,11.6896,3.4541
2010,N#Cc1cnc(C=Cc2ccnc(-c3cocc3C(=O)c3sccc3-c3nccc(C=Cc4ncc(C#N)s4)n3)n2)s1,0.540975959,-6.876589356,-6.831962683,-3.246590464,-3.177745657,-2896.392714,-2896.46056,-2896.468127,-2896.380401,5.8437,12.6589,9.8947,4.5482
2011,CN1c2ccccc2C(=C(c2cncnc2)C2COc3nsnc3O2)C2C1C(=C(C#N)C#N)c1ccccc1N2C,0.689669857,-6.408553517,-6.034124846,-3.052029054,-1.977723534,-2142.924345,-2142.988793,-2142.995868,-2142.906075,9.9974,11.0791,10.9281,10.696
2012,Cc1oc2ccccc2c(=O)c1-c1cnc(-c2cnc(-c3ncc(-c4c(C)oc5ccccc5c4=O)cn3)nn2)nc1,0.651192957,-6.694545184,-6.300796428,-2.495284096,-2.154869657,-1876.790649,-1876.830258,-1876.841477,-1876.777938,4.8522,5.1015,6.0463,6.031
2013,CN1C(=O)c2cccc3c(-c4nccc(C5=C6C(=O)N(C)C(c7ccncn7)=C6C(=O)N5C)n4)ccc(c23)C1=O,0.37253748,-6.734001693,-6.262700488,-3.805512332,-2.985361158,-1800.685692,-1800.780874,-1800.783833,-1800.674961,4.3926,10.5191,9.7505,4.8846
2014,CN1C(=O)C(=Cc2cc3ccn4c5ccc(-c6nccc(C(=O)O)n6)cc5sc(c2)c34)C(=O)N(C)C1=O,0.294704753,-6.83740496,-5.782963753,-2.960054569,-2.815834223,-2049.104171,-2049.166302,-2049.168231,-2049.09527,7.2863,11.8478,14.1086,8.6186
2015,N#CC(C#N)=C1C=C(c2c(C(=O)O)sc3ccc(C#N)cc23)OC(c2c(C(=O)O)sc3ccc(C#N)cc23)=C1,0.500079967,-7.370476012,-6.596584194,-3.426729839,-3.13638435,-2464.448705,-2464.527236,-2464.532178,-2464.43527,11.9824,13.8276,14.4446,11.9959
2017,Cn1c(=O)c2c(C3=CC(=C(C#N)C#N)C=CS3)c3c4cccc5cccc(c3c(-c3sc(C#N)cc3C#N)c2c1=O)c54,0.295619055,-7.153601266,-6.548420041,-3.590542383,-3.073526049,-2485.823137,-2485.909783,-2485.911592,-2485.814082,8.7104,7.5565,8.2521,9.3705
2018,O=C(O)c1ccc(C=C(c2ccc(C(=O)O)cc2)c2ncnc(-c3cc(F)cc4nsnc34)n2)cc1,0.301317119,-7.125845652,-6.784070644,-3.272169167,-2.859644555,-2033.774825,-2033.844349,-2033.845108,-2033.76451,0.8683,7.8446,7.1802,0.8777
2019,Fc1sc2nc3sccc3c(-c3cnc(-c4scc5c4SCCS5)nc3)c2c1F,0.417477084,-5.965824267,-5.896435232,-2.406847092,-1.687378046,-3084.269176,-3084.310961,-3084.316339,-3084.259213,2.0004,6.22,6.4987,2.3823
2020,N#CC(C#N)=C1C=CSC(c2nccc(C=Cc3ccncn3)n2)=C1,0.31391327,-7.285304374,-6.450459051,-3.325775597,-3.103186459,-1418.518584,-1418.59116,-1418.593096,-1418.508984,7.9607,11.2342,11.6099,8.2863
2021,N#CC(C#N)=C1c2ccsc2-c2sc(-c3ccnc(C=Cc4ccncn4)n3)cc21,0.416241687,-6.889650821,-6.405288151,-3.971773901,-2.618551675,-1969.112203,-1969.209975,-1969.21185,-1969.098781,8.0615,9.5578,8.4295,8.6894
2022,N#CC(C#N)=C1C=CSC(c2c(-c3cc(F)cc4nsnc34)sc3ccc(C#N)cc23)=C1,0.51595509,-7.146254191,-6.559576709,-3.543738799,-3.172847608,-2449.317718,-2449.396526,-2449.401623,-2449.303854,10.7415,8.6892,8.79,11.4737
2023,CN1C(=O)C2=C(c3ccnc(-c4nc(C#N)c(C#N)n4C)n3)N(C)C(=O)C2=C1c1ccncn1,0.392556897,-7.432790086,-6.308415616,-3.894493564,-2.789439179,-1544.658718,-1544.756979,-1544.760597,-1544.64791,8.1345,7.0675,6.6172,8.6167
2026,N#CC(C#N)=C1C=CSC(c2ccnc(C(=O)O)n2)=C1,0.542094347,-8.087223919,-6.761757307,-3.787824931,-2.920325946,-1266.564131,-1266.650879,-1266.657101,-1266.550432,12.6913,13.3187,13.4803,12.942
2027,CN1C(=O)C(=Cc2sc(-c3ncc(-c4nccnn4)cn3)c3c2SCCS3)C(=O)N(C)C1=O,0.46172824,-6.20501235,-6.093173553,-3.302101691,-2.743451937,-2574.612047,-2574.690252,-2574.694549,-2574.599376,7.5751,6.42,7.2542,8.9059
2028,Cn1c(=O)c2c(C=Cc3ccncn3)c3c4cccc5cccc(c3c(-c3cscc3C(=O)O)c2c1=O)c54,0.346515232,-6.462432061,-6.163378929,-2.683586887,-2.069970133,-2016.764835,-2016.816768,-2016.820718,-2016.756051,3.2166,2.2218,0.9503,4.3559
2029,CN1C(=O)C(=C2C(=O)N(C)c3cc(-c4sc5ccc(C#N)cc5c4-c4nc5ccccc5o4)ccc32)c2ccccc21,0.541805907,-6.292905126,-5.952762801,-3.238154934,-2.083031598,-2150.495098,-2150.57268,-2150.578329,-2150.480836,5.1252,4.9258,4.1575,4.9758
2030,CN1C(=CC=C2C(=O)c3ccccc3C2=C(C#N)C#N)C(C)(C)c2cc(-c3c(F)c(F)c(-c4ncncn4)c(F)c3F)ccc21,0.349190111,-6.909787247,-6.121473395,-3.169038014,-2.761955679,-2110.645821,-2110.720112,-2110.721683,-2110.63456,4.7544,13.5424,11.9541,4.6243
2031,N#CC(C#N)=C1C=C(c2ncc(-c3nc4ccccc4o3)cn2)SC(C2COc3nsnc3O2)=C1,0.443276199,-7.056456618,-6.593318828,-3.701836951,-2.774472917,-2288.261956,-2288.353732,-2288.356882,-2288.248815,12.1615,16.5452,16.2456,12.2899
2032,N#Cc1csc(C#N)c1-c1ncc(-c2c3ccsc3nc3sc(F)c(F)c23)cn1,0.507320917,-7.142716711,-6.60121013,-3.057471331,-2.382901072,-2394.960125,-2395.020774,-2395.027546,-2394.948254,2.263,5.4998,4.8564,2.3586
2033,CN1C(=O)C(=Cc2cc3c(s2)-c2sc(-c4ccnc(-c5ccc6ncoc6c5)n4)cc2C32OCCO2)C(=O)N(C)C1=O,0.482795295,-6.707606649,-6.11412632,-3.426729839,-2.274327642,-2637.966716,-2638.051461,-2638.055125,-2637.952638,0.6801,9.3625,9.0321,2.3636
2034,C=Cc1ccnc(-c2ccnc(-c3c4ccsc4nc4sc(F)c(F)c34)n2)n1,0.351236407,-6.633863793,-6.121473395,-2.528209873,-2.374737656,-1999.191395,-1999.230033,-1999.23369,-1999.182144,7.1018,5.7805,7.5298,7.3739
2035,O=C(O)c1cscc1-c1sc(C=Cc2ccncn2)c2c1C(=O)c1c(C(F)(F)F)sc(C(F)(F)F)c1C2=O,0.369810899,-7.315509012,-6.543794105,-3.398429998,-3.149173702,-3085.330405,-3085.408188,-3085.409878,-3085.318505,2.8945,6.572,6.637,3.0103
2036,O=C(c1cocc1-c1c2cc(F)sc2nc2sc(F)cc12)c1sccc1-c1cnc(-c2ccsc2C(=O)c2cocc2-c2c3cc(F)sc3nc3sc(F)cc23)nc1,0.629886442,-6.270319676,-4.911927287,-2.584265328,-2.548074185,-4840.900418,-4840.948046,-4840.951933,-4840.881156,2.9938,10.448,3.3983,1.776
2038,CN1C(=O)C(=Cc2sc(-c3ncc(-c4ncccn4)cn3)c3c2SCCO3)C(=O)N(C)C1=O,0.463301058,-6.224876661,-6.080112088,-3.146452563,-2.058813465,-2235.639585,-2235.712796,-2235.716957,-2235.62672,7.6372,9.1398,9.2752,8.8945
2039,CN1C(=O)C(=Cc2sc(-c3ccnc(-c4sc(C#N)cc4C#N)n3)c3c2SCCS3)C(=O)N(C)C1=O,0.537944611,-6.6752251,-6.44474466,-3.385640646,-3.133391098,-3031.774626,-3031.855777,-3031.861681,-3031.760761,7.9858,5.7088,7.0118,9.6149
2040,CN1C(=O)C2=C(c3sc(C#N)c(-c4c(F)c(F)c(F)c(F)c4F)c3C#N)N(C)C(=O)C2=C1c1sc(C#N)cc1C#N,0.405963947,-7.94273146,-6.588420778,-4.171505474,-3.174752405,-2769.413004,-2769.523334,-2769.525766,-2769.400517,1.2247,4.7766,4.3388,1.5091
2042,N#Cc1ccc2sc(C3=CC=CC4N=C(F)C(F)=NC34)c(-c3scc4c3SCCS4)c2c1,0.573643228,-6.112765751,-6.064329484,-2.574469229,-2.414738394,-2840.867772,-2840.909563,-2840.914639,-2840.851767,6.8627,6.289,7.2023,8.0516
2043,Cc1oc2ccccc2c(=O)c1-c1c(F)cc(-c2cnc(-c3cc(F)cc4nsnc34)nc2)c2nsnc12,0.375389233,-6.89944692,-6.565018986,-3.135295895,-2.789439179,-2472.961222,-2473.027326,-2473.028867,-2472.948969,6.1968,14.1938,14.4289,5.6283
2044,Cc1oc(=O)c2ccccc2c1-c1nccc(-c2ncnc(-c3ccnc(-c4c(C)oc(=O)c5ccccc45)n3)n2)n1,0.421409129,-6.47576564,-6.319300171,-3.376116661,-2.982367906,-1876.86808,-1876.938446,-1876.943467,-1876.857615,6.6161,4.4984,4.2476,7.0119
2045,CN1C(=CC=C2C(=O)c3ccccc3C2=C(C#N)C#N)C(C)(C)c2cc(-c3ccnc(-c4nccnn4)n3)ccc21,0.406709539,-6.782710074,-6.096983147,-3.158969801,-2.738281773,-1745.707032,-1745.780883,-1745.783652,-1745.694856,3.8974,10.6702,9.4969,3.9921
2046,CN1C(=O)C(=Cc2c(F)cc(-c3ccnc(C4=CC(=C(C#N)C#N)C=CS4)n3)c3nsnc23)C(=O)N(C)C1=O,0.661794513,-7.30897828,-6.433860106,-3.995447806,-3.331489988,-2520.334103,-2520.434819,-2520.441809,-2520.316773,8.9921,6.112,3.9432,8.4759
2047,O=c1[nH]c(=O)c2cc(-c3nccc(-c4cnc(C5COc6nsnc6O5)nn4)n3)c3c(=O)[nH]c(=O)c4ccc1c2c43,0.435474695,-7.469253343,-6.743797792,-4.03027838,-3.170126469,-2301.586844,-2301.683966,-2301.687814,-2301.574688,3.3588,16.8816,15.6934,3.468
2048,Cn1c(=O)c2ccc3c(=O)n(C)c(=O)c4c(C5=CC=C(C6COc7nsnc7O6)C6N=C(F)C(F)=NC56)cc(c1=O)c2c34,0.414260698,-6.885569113,-6.765566901,-3.932589505,-2.568754838,-2454.340443,-2454.436209,-2454.439464,-2454.328474,2.6431,10.8896,10.2107,2.89
2049,Cn1c(=O)c2c(-c3scc4c3OCCS4)c3c4cccc5cccc(c3c(-c3cc(F)cc6nsnc36)c2c1=O)c54,0.259419748,-6.108956157,-5.840107663,-2.886583827,-2.75569706,-2875.247972,-2875.308528,-2875.30947,-2875.23938,3.1703,3.7285,3.3147,3.4283
2051,CN1C(=O)C2=C(c3nccc(C4COc5nsnc5O4)n3)N(C)C(=O)C2=C1c1nccc(C2COc3nsnc3O2)n1,0.527890004,-6.745158362,-5.956572395,-3.461288299,-2.234599018,-2719.336092,-2719.417818,-2719.423818,-2719.322693,3.0277,3.4683,2.9881,3.3341
2054,C=Cc1ccnc(-c2ncc(-c3sc(C=C4C(=O)N(C)C(=O)N(C)C4=O)c4nc(C)c(C)nc34)cn2)n1,0.619932517,-6.867881713,-6.231679508,-3.477343017,-2.258272924,-2026.528542,-2026.612516,-2026.61948,-2026.512724,4.5754,9.5678,10.8558,7.1494
2055,N#CC(C#N)=C1C=C(c2sc3ccc(C#N)cc3c2-c2sccc2C(=O)O)SC(C2COc3nsnc3O2)=C1,0.538350061,-7.190608751,-6.825704064,-3.495030418,-2.616646878,-3164.689113,-3164.772305,-3164.776704,-3164.673729,5.8843,9.4813,9.2971,6.7911
2056,O=C(C=Cc1ccnc(-n2ccccc2=O)n1)C=Cc1ccnc(-n2ccccc2=O)n1,0.674937613,-6.183515355,-6.182971127,-3.38945024,-2.289838132,-1440.170319,-1440.243551,-1440.254557,-1440.156522,0.3366,8.0091,6.917,1.5022
2059,N#CC(C#N)=C1C=C(c2ccc3nc(C4=CC(=C(C#N)C#N)C=C(n5ccccc5=O)O4)oc3c2)OC(n2ccccc2=O)=C1,0.540888883,-6.807200322,-6.648557941,-3.664013125,-3.151622727,-2025.755339,-2025.847143,-2025.851871,-2025.740189,13.5212,22.2561,21.4304,12.6185
2060,Cn1c(=O)c2cc(-c3c(C#N)csc3C#N)c3c(=O)n(C)c(=O)c4cc(-c5occc5C(=O)c5cccs5)c(c1=O)c2c43,0.361108698,-7.150608013,-6.664884773,-3.866193723,-2.580455734,-2656.441037,-2656.539841,-2656.542929,-2656.430855,3.2787,5.9442,6.3399,3.4641
2061,CN1C(=CC=C2C(=O)c3ccccc3C2=C(C#N)C#N)C(C)(C)c2cc(-c3ncc(-c4c(F)c(F)cc(F)c4F)cn3)ccc21,0.369274835,-6.790601376,-5.994668336,-3.095295158,-2.683586887,-2094.610705,-2094.68282,-2094.684942,-2094.599256,5.315,15.7451,15.0164,4.8633
2062,N#Cc1sc(-c2nc(F)c(-c3sc(C#N)c(C(=O)O)c3C#N)c3nsnc23)c(C#N)c1C(=O)O,0.413104214,-8.226818329,-7.536193353,-4.597363665,-3.357612919,-2703.725461,-2703.847057,-2703.84913,-2703.712352,3.3228,3.6066,3.1616,4.148
2063,C=Cc1ccnc(C2=C3C(=O)N(C)C(c4onc(C5COc6nsnc6O5)c4C(=O)O)=C3C(=O)N2C)n1,0.501777958,-6.77182552,-5.991130856,-3.50156115,-2.48494377,-2155.277662,-2155.360357,-2155.364874,-2155.263739,7.5375,5.407,5.921,8.1991
